收寄城市,寄达城市,委办_40t,委办_20t,委办_12t,自办_40t,自办_20t,自办_12t,邮路总条数,邮路总长度,城市间距离,车辆成本,大小边标记
芜湖,金华,0.0,0.0,1.0,0.0,0.0,0.0,1.0,438.0,438.0,3091.4040000000005,小
芜湖,义乌,,,,,,,,,,,
芜湖,温州,,,,,,,,,,,
芜湖,合肥,1.0,1.0,0.0,0.0,0.0,0.0,2.0,300.0,150.0,2195.7,小
芜湖,蚌埠,0.0,2.0,0.0,0.0,0.0,0.0,2.0,480.0,240.0,3049.92,大
芜湖,芜湖,,,,,,,,,,,
芜湖,安庆,0.0,1.0,1.0,0.0,0.0,0.0,2.0,388.0,194.0,2327.612,大
芜湖,福州,0.0,1.0,0.0,0.0,0.0,0.0,1.0,857.0,857.0,6657.1759999999995,
芜湖,厦门,,,,,,,,,,,
芜湖,泉州,,,,,,,,,,,
芜湖,南昌,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1455.0,485.0,11302.439999999999,
芜湖,鹰潭,,,,,,,,,,,
芜湖,赣州,,,,,,,,,,,
芜湖,济南,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1456.0,728.0,10276.448,
芜湖,潍坊,,,,,,,,,,,
芜湖,烟台,,,,,,,,,,,
芜湖,青岛,,,,,,,,,,,
芜湖,济宁,,,,,,,,,,,
芜湖,临沂,,,,,,,,,,,
芜湖,郑州,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1458.0,729.0,10290.564,
芜湖,漯河,,,,,,,,,,,
芜湖,信阳,,,,,,,,,,,
芜湖,洛阳,,,,,,,,,,,
芜湖,武汉,1.0,0.0,0.0,0.0,0.0,0.0,1.0,513.0,513.0,4975.074,大
芜湖,荆州,,,,,,,,,,,
芜湖,襄阳,,,,,,,,,,,
芜湖,长沙,0.0,1.0,0.0,0.0,0.0,0.0,1.0,818.0,818.0,6354.224,
芜湖,常德,,,,,,,,,,,
芜湖,衡阳,,,,,,,,,,,
芜湖,广州,,,,,,,,,,,
芜湖,汕头,,,,,,,,,,,
芜湖,深圳,,,,,,,,,,,
芜湖,东莞,,,,,,,,,,,
芜湖,湛江,,,,,,,,,,,
芜湖,中山,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1339.0,1339.0,9450.662,
芜湖,南宁,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1662.0,1662.0,11730.396,
芜湖,柳州,,,,,,,,,,,
芜湖,海口,,,,,,,,,,,
芜湖,重庆,,,,,,,,,,,
芜湖,成都,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1645.0,1645.0,15953.21,
芜湖,南充,,,,,,,,,,,
芜湖,内江,,,,,,,,,,,
芜湖,贵阳,,,,,,,,,,,
芜湖,昆明,,,,,,,,,,,
芜湖,大理州,,,,,,,,,,,
芜湖,拉萨,,,,,,,,,,,
芜湖,西安,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2128.0,1064.0,15774.864000000001,
芜湖,宝鸡,,,,,,,,,,,
芜湖,兰州,,,,,,,,,,,
芜湖,西宁,,,,,,,,,,,
芜湖,银川,,,,,,,,,,,
芜湖,乌鲁木齐,,,,,,,,,,,
芜湖,阿克苏,,,,,,,,,,,
芜湖,喀什,,,,,,,,,,,
安庆,北京,,,,,,,,,,,
安庆,天津,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2214.0,1107.0,17198.352,
安庆,石家庄,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1040.0,1040.0,8078.719999999999,
安庆,唐山,,,,,,,,,,,
安庆,廊坊,,,,,,,,,,,
安庆,保定,,,,,,,,,,,
安庆,太原,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1165.0,1165.0,8222.570000000002,
安庆,侯马,,,,,,,,,,,
安庆,呼和浩特,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1629.0,1629.0,11497.482,
安庆,包头,,,,,,,,,,,
安庆,沈阳,,,,,,,,,,,
安庆,大连,,,,,,,,,,,
安庆,锦州,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3082.0,1541.0,22846.865999999998,
安庆,长春,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2052.0,2052.0,19900.296,
安庆,哈尔滨,,,,,,,,,,,
安庆,上海,0.0,0.0,2.0,0.0,0.0,0.0,2.0,976.0,488.0,6888.608,
安庆,南京,2.0,0.0,0.0,0.0,0.0,0.0,2.0,574.0,287.0,4755.016,大
安庆,常州,,,,,,,,,,,
安庆,无锡,0.0,1.0,1.0,0.0,0.0,0.0,2.0,830.0,415.0,6152.79,大
安庆,苏州,,,,,,,,,,,
安庆,徐州,,,,,,,,,,,
安庆,连云港,,,,,,,,,,,
安庆,淮安,,,,,,,,,,,
安庆,盐城,,,,,,,,,,,
安庆,扬州,,,,,,,,,,,
安庆,南通,,,,,,,,,,,
安庆,杭州,0.0,1.0,1.0,0.0,0.0,0.0,2.0,814.0,407.0,6034.182,
安庆,湖州,,,,,,,,,,,
安庆,嘉兴,,,,,,,,,,,
安庆,宁波,,,,,,,,,,,
安庆,台州,,,,,,,,,,,
安庆,金华,1.0,0.0,0.0,1.0,0.0,0.0,2.0,864.0,432.0,8379.072,大
安庆,义乌,,,,,,,,,,,
安庆,温州,,,,,,,,,,,
安庆,合肥,1.0,1.0,1.0,0.0,1.0,0.0,4.0,684.0,171.0,4554.755999999999,小
安庆,蚌埠,0.0,0.0,0.0,0.0,1.0,0.0,1.0,314.0,314.0,1995.156,大
安庆,芜湖,1.0,0.0,0.0,0.0,0.0,0.0,1.0,193.0,193.0,1598.812,小
安庆,安庆,,,,,,,,,,,
安庆,福州,,,,,,,,,,,
安庆,厦门,,,,,,,,,,,
安庆,泉州,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1658.0,829.0,13890.724,小
安庆,南昌,,,,,,,,,,,
安庆,鹰潭,0.0,1.0,1.0,0.0,0.0,0.0,2.0,604.0,302.0,3623.3960000000006,
安庆,赣州,,,,,,,,,,,
安庆,济南,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2433.0,811.0,17172.114,
安庆,潍坊,,,,,,,,,,,
安庆,烟台,,,,,,,,,,,
安庆,青岛,,,,,,,,,,,
安庆,济宁,,,,,,,,,,,
安庆,临沂,,,,,,,,,,,
安庆,郑州,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1520.0,760.0,12734.56,
安庆,漯河,,,,,,,,,,,
安庆,信阳,,,,,,,,,,,
安庆,洛阳,,,,,,,,,,,
安庆,武汉,1.0,0.0,1.0,0.0,0.0,0.0,2.0,686.0,343.0,4777.304,
安庆,荆州,,,,,,,,,,,
安庆,襄阳,,,,,,,,,,,
安庆,长沙,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1300.0,650.0,9636.900000000001,小
安庆,常德,,,,,,,,,,,
安庆,衡阳,,,,,,,,,,,
安庆,广州,3.0,1.0,0.0,0.0,0.0,0.0,4.0,4368.0,1092.0,40253.304,大
安庆,汕头,,,,,,,,,,,
安庆,深圳,,,,,,,,,,,
安庆,东莞,,,,,,,,,,,
安庆,湛江,,,,,,,,,,,
安庆,中山,,,,,,,,,,,
安庆,南宁,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1494.0,1494.0,11605.392,
安庆,柳州,,,,,,,,,,,
安庆,海口,,,,,,,,,,,
安庆,重庆,,,,,,,,,,,
安庆,成都,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2972.0,1486.0,22031.436,
安庆,南充,,,,,,,,,,,
安庆,内江,,,,,,,,,,,
安庆,贵阳,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2690.0,1345.0,23491.77,
安庆,昆明,,,,,,,,,,,
安庆,大理州,,,,,,,,,,,
安庆,拉萨,,,,,,,,,,,
安庆,西安,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3210.0,1070.0,22656.18,
安庆,宝鸡,,,,,,,,,,,
安庆,兰州,,,,,,,,,,,
安庆,西宁,,,,,,,,,,,
安庆,银川,,,,,,,,,,,
安庆,乌鲁木齐,,,,,,,,,,,
安庆,阿克苏,,,,,,,,,,,
安庆,喀什,,,,,,,,,,,
福州,北京,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3750.0,1875.0,27798.75,大
福州,天津,,,,,,,,,,,
福州,石家庄,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3368.0,1684.0,26162.623999999996,小
福州,唐山,,,,,,,,,,,
福州,廊坊,,,,,,,,,,,
福州,保定,,,,,,,,,,,
福州,太原,,,,,,,,,,,
福州,侯马,,,,,,,,,,,
福州,呼和浩特,,,,,,,,,,,
福州,包头,,,,,,,,,,,
福州,沈阳,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2463.0,2463.0,17383.854,
福州,大连,,,,,,,,,,,
福州,锦州,,,,,,,,,,,
福州,长春,,,,,,,,,,,
福州,哈尔滨,,,,,,,,,,,
福州,上海,1.0,0.0,0.0,0.0,0.0,0.0,1.0,771.0,771.0,7477.157999999999,小
福州,南京,0.0,0.0,1.0,0.0,0.0,0.0,1.0,894.0,894.0,6309.852000000001,小
福州,常州,,,,,,,,,,,
福州,无锡,1.0,0.0,0.0,0.0,0.0,0.0,1.0,811.0,811.0,7865.0779999999995,大
福州,苏州,,,,,,,,,,,
福州,徐州,,,,,,,,,,,
福州,连云港,,,,,,,,,,,
福州,淮安,,,,,,,,,,,
福州,盐城,,,,,,,,,,,
福州,扬州,,,,,,,,,,,
福州,南通,,,,,,,,,,,
福州,杭州,0.0,1.0,0.0,0.0,0.0,0.0,1.0,681.0,681.0,5290.008,小
福州,湖州,,,,,,,,,,,
福州,嘉兴,,,,,,,,,,,
福州,宁波,,,,,,,,,,,
福州,台州,,,,,,,,,,,
福州,金华,0.0,0.0,0.0,0.0,1.0,0.0,1.0,554.0,554.0,4303.472,小
福州,义乌,,,,,,,,,,,
福州,温州,1.0,0.0,1.0,1.0,0.0,0.0,3.0,954.0,318.0,7063.415999999999,小
福州,合肥,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2616.0,872.0,20321.088,大
福州,蚌埠,,,,,,,,,,,
福州,芜湖,,,,,,,,,,,
福州,安庆,,,,,,,,,,,
福州,福州,,,,,,,,,,,
福州,厦门,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1008.0,252.0,8350.271999999999,大
福州,泉州,5.0,2.0,0.0,0.0,1.0,0.0,8.0,1408.0,176.0,10644.831999999999,大
福州,南昌,1.0,0.0,0.0,0.0,0.0,0.0,1.0,569.0,569.0,5518.161999999999,小
福州,鹰潭,,,,,,,,,,,
福州,赣州,,,,,,,,,,,
福州,济南,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1512.0,1512.0,14663.375999999998,小
福州,潍坊,,,,,,,,,,,
福州,烟台,,,,,,,,,,,
福州,青岛,,,,,,,,,,,
福州,济宁,,,,,,,,,,,
福州,临沂,,,,,,,,,,,
福州,郑州,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2810.0,1405.0,21828.079999999998,小
福州,漯河,,,,,,,,,,,
福州,信阳,,,,,,,,,,,
福州,洛阳,,,,,,,,,,,
福州,武汉,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1808.0,904.0,14044.544000000002,小
福州,荆州,,,,,,,,,,,
福州,襄阳,,,,,,,,,,,
福州,长沙,1.0,2.0,0.0,0.0,0.0,0.0,3.0,2556.0,852.0,21499.368,小
福州,常德,,,,,,,,,,,
福州,衡阳,,,,,,,,,,,
福州,广州,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2622.0,874.0,23741.335999999996,小
福州,汕头,3.0,3.0,1.0,0.0,0.0,0.0,7.0,3402.0,486.0,28895.616000000005,
福州,深圳,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2466.0,822.0,17988.648,
福州,东莞,,,,,,,,,,,
福州,湛江,,,,,,,,,,,
福州,中山,0.0,1.0,0.0,0.0,0.0,0.0,1.0,886.0,886.0,6882.448,
福州,南宁,,,,,,,,,,,
福州,柳州,,,,,,,,,,,
福州,海口,,,,,,,,,,,
福州,重庆,,,,,,,,,,,
福州,成都,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2048.0,2048.0,19861.504,大
福州,南充,,,,,,,,,,,
福州,内江,,,,,,,,,,,
福州,贵阳,,,,,,,,,,,
福州,昆明,,,,,,,,,,,
福州,大理州,,,,,,,,,,,
福州,拉萨,,,,,,,,,,,
福州,西安,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3300.0,1650.0,23291.4,
福州,宝鸡,,,,,,,,,,,
福州,兰州,,,,,,,,,,,
福州,西宁,,,,,,,,,,,
福州,银川,,,,,,,,,,,
福州,乌鲁木齐,,,,,,,,,,,
福州,阿克苏,,,,,,,,,,,
福州,喀什,,,,,,,,,,,
厦门,北京,,,,,,,,,,,
厦门,天津,,,,,,,,,,,
厦门,石家庄,,,,,,,,,,,
厦门,唐山,,,,,,,,,,,
厦门,廊坊,,,,,,,,,,,
厦门,保定,,,,,,,,,,,
厦门,太原,,,,,,,,,,,
厦门,侯马,,,,,,,,,,,
厦门,呼和浩特,,,,,,,,,,,
厦门,包头,,,,,,,,,,,
厦门,沈阳,,,,,,,,,,,
厦门,大连,,,,,,,,,,,
厦门,锦州,,,,,,,,,,,
厦门,长春,,,,,,,,,,,
厦门,哈尔滨,,,,,,,,,,,
厦门,上海,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2120.0,1060.0,16468.16,大
厦门,南京,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1107.0,1107.0,10735.686,小
厦门,常州,,,,,,,,,,,
厦门,无锡,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1086.0,1086.0,7664.988,
厦门,苏州,,,,,,,,,,,
厦门,徐州,,,,,,,,,,,
厦门,连云港,,,,,,,,,,,
厦门,淮安,,,,,,,,,,,
厦门,盐城,,,,,,,,,,,
厦门,扬州,,,,,,,,,,,
厦门,南通,,,,,,,,,,,
厦门,杭州,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2625.0,875.0,20391.0,大
厦门,湖州,,,,,,,,,,,
厦门,嘉兴,,,,,,,,,,,
厦门,宁波,,,,,,,,,,,
厦门,台州,,,,,,,,,,,
厦门,金华,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1496.0,748.0,13064.568,大
厦门,义乌,,,,,,,,,,,
厦门,温州,,,,,,,,,,,
厦门,合肥,0.0,1.0,1.0,1.0,1.0,0.0,4.0,4044.0,1011.0,32647.212,大
厦门,蚌埠,,,,,,,,,,,
厦门,芜湖,,,,,,,,,,,
厦门,安庆,,,,,,,,,,,
厦门,福州,1.0,1.0,1.0,0.0,0.0,0.0,3.0,750.0,250.0,5070.5,小
厦门,厦门,,,,,,,,,,,
厦门,泉州,2.0,0.0,1.0,1.0,1.0,0.0,5.0,450.0,90.0,3316.5,小
厦门,南昌,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1286.0,643.0,9533.118,小
厦门,鹰潭,,,,,,,,,,,
厦门,赣州,,,,,,,,,,,
厦门,济南,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4956.0,1652.0,34979.448000000004,
厦门,潍坊,,,,,,,,,,,
厦门,烟台,,,,,,,,,,,
厦门,青岛,,,,,,,,,,,
厦门,济宁,,,,,,,,,,,
厦门,临沂,,,,,,,,,,,
厦门,郑州,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3010.0,1505.0,22313.13,
厦门,漯河,,,,,,,,,,,
厦门,信阳,,,,,,,,,,,
厦门,洛阳,,,,,,,,,,,
厦门,武汉,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2937.0,979.0,28483.025999999998,小
厦门,荆州,,,,,,,,,,,
厦门,襄阳,,,,,,,,,,,
厦门,长沙,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1756.0,878.0,13640.608,小
厦门,常德,,,,,,,,,,,
厦门,衡阳,,,,,,,,,,,
厦门,广州,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1938.0,646.0,17547.944,大
厦门,汕头,2.0,0.0,0.0,3.0,1.0,1.0,7.0,1729.0,247.0,13194.246,大
厦门,深圳,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1782.0,594.0,14567.256000000001,大
厦门,东莞,,,,,,,,,,,
厦门,湛江,,,,,,,,,,,
厦门,中山,,,,,,,,,,,
厦门,南宁,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1200.0,1200.0,8469.6,小
厦门,柳州,,,,,,,,,,,
厦门,海口,,,,,,,,,,,
厦门,重庆,,,,,,,,,,,
厦门,成都,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4102.0,2051.0,28951.915999999997,
厦门,南充,,,,,,,,,,,
厦门,内江,,,,,,,,,,,
厦门,贵阳,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2940.0,1470.0,22837.92,
厦门,昆明,,,,,,,,,,,
厦门,大理州,,,,,,,,,,,
厦门,拉萨,,,,,,,,,,,
厦门,西安,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3448.0,1724.0,33438.704,
厦门,宝鸡,,,,,,,,,,,
厦门,兰州,,,,,,,,,,,
厦门,西宁,,,,,,,,,,,
厦门,银川,,,,,,,,,,,
厦门,乌鲁木齐,,,,,,,,,,,
厦门,阿克苏,,,,,,,,,,,
厦门,喀什,,,,,,,,,,,
泉州,北京,,,,,,,,,,,
泉州,天津,,,,,,,,,,,
泉州,石家庄,,,,,,,,,,,
泉州,唐山,,,,,,,,,,,
泉州,廊坊,,,,,,,,,,,
泉州,保定,,,,,,,,,,,
泉州,太原,,,,,,,,,,,
泉州,侯马,,,,,,,,,,,
泉州,呼和浩特,,,,,,,,,,,
泉州,包头,,,,,,,,,,,
泉州,沈阳,,,,,,,,,,,
泉州,大连,,,,,,,,,,,
泉州,锦州,,,,,,,,,,,
泉州,长春,,,,,,,,,,,
泉州,哈尔滨,,,,,,,,,,,
泉州,上海,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1880.0,940.0,13936.439999999999,
泉州,南京,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1064.0,1064.0,10318.671999999999,
泉州,常州,,,,,,,,,,,
泉州,无锡,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1960.0,980.0,14529.480000000001,大
泉州,苏州,,,,,,,,,,,
泉州,徐州,,,,,,,,,,,
泉州,连云港,,,,,,,,,,,
泉州,淮安,,,,,,,,,,,
泉州,盐城,,,,,,,,,,,
泉州,扬州,,,,,,,,,,,
泉州,南通,,,,,,,,,,,
泉州,杭州,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1700.0,850.0,13205.6,
泉州,湖州,,,,,,,,,,,
泉州,嘉兴,,,,,,,,,,,
泉州,宁波,,,,,,,,,,,
泉州,台州,,,,,,,,,,,
泉州,金华,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1448.0,724.0,12131.344,
泉州,义乌,,,,,,,,,,,
泉州,温州,,,,,,,,,,,
泉州,合肥,,,,,,,,,,,
泉州,蚌埠,,,,,,,,,,,
泉州,芜湖,,,,,,,,,,,
泉州,安庆,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2508.0,836.0,20502.064,大
泉州,福州,2.0,0.0,0.0,0.0,1.0,0.0,3.0,534.0,178.0,4080.116,小
泉州,厦门,3.0,0.0,0.0,1.0,1.0,0.0,5.0,440.0,88.0,3475.12,大
泉州,泉州,,,,,,,,,,,
泉州,南昌,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1266.0,633.0,8935.428,
泉州,鹰潭,,,,,,,,,,,
泉州,赣州,,,,,,,,,,,
泉州,济南,0.0,3.0,2.0,0.0,0.0,0.0,5.0,8205.0,1641.0,61406.22,
泉州,潍坊,,,,,,,,,,,
泉州,烟台,,,,,,,,,,,
泉州,青岛,,,,,,,,,,,
泉州,济宁,,,,,,,,,,,
泉州,临沂,,,,,,,,,,,
泉州,郑州,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2990.0,1495.0,23226.32,小
泉州,漯河,,,,,,,,,,,
泉州,信阳,,,,,,,,,,,
泉州,洛阳,,,,,,,,,,,
泉州,武汉,1.0,0.0,3.0,0.0,0.0,0.0,4.0,3872.0,968.0,29884.096,
泉州,荆州,,,,,,,,,,,
泉州,襄阳,,,,,,,,,,,
泉州,长沙,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1782.0,891.0,13842.576000000001,
泉州,常德,,,,,,,,,,,
泉州,衡阳,,,,,,,,,,,
泉州,广州,4.0,2.0,3.0,0.0,0.0,0.0,9.0,6399.0,711.0,53681.922000000006,
泉州,汕头,,,,,,,,,,,
泉州,深圳,,,,,,,,,,,
泉州,东莞,,,,,,,,,,,
泉州,湛江,,,,,,,,,,,
泉州,中山,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1446.0,723.0,12627.918,
泉州,南宁,,,,,,,,,,,
泉州,柳州,,,,,,,,,,,
泉州,海口,,,,,,,,,,,
泉州,重庆,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1762.0,1762.0,17087.876,大
泉州,成都,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4128.0,2064.0,30600.863999999994,
泉州,南充,,,,,,,,,,,
泉州,内江,,,,,,,,,,,
泉州,贵阳,,,,,,,,,,,
泉州,昆明,,,,,,,,,,,
泉州,大理州,,,,,,,,,,,
泉州,拉萨,,,,,,,,,,,
泉州,西安,0.0,2.0,0.0,1.0,0.0,0.0,3.0,5139.0,1713.0,43225.842,大
泉州,宝鸡,,,,,,,,,,,
泉州,兰州,,,,,,,,,,,
泉州,西宁,,,,,,,,,,,
泉州,银川,,,,,,,,,,,
泉州,乌鲁木齐,,,,,,,,,,,
泉州,阿克苏,,,,,,,,,,,
泉州,喀什,,,,,,,,,,,
南昌,北京,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2872.0,1436.0,22309.696,大
南昌,天津,1.0,2.0,0.0,0.0,0.0,1.0,4.0,5400.0,1350.0,43594.2,大
南昌,石家庄,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2474.0,1237.0,19218.032,小
南昌,唐山,,,,,,,,,,,
南昌,廊坊,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1415.0,1415.0,9987.07,小
南昌,保定,,,,,,,,,,,
南昌,太原,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2592.0,1296.0,22635.935999999998,大
南昌,侯马,,,,,,,,,,,
南昌,呼和浩特,,,,,,,,,,,
南昌,包头,,,,,,,,,,,
南昌,沈阳,,,,,,,,,,,
南昌,大连,,,,,,,,,,,
南昌,锦州,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1791.0,1791.0,17369.118,
南昌,长春,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2302.0,2302.0,17881.936,
南昌,哈尔滨,,,,,,,,,,,
南昌,上海,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2172.0,724.0,15329.976000000002,
南昌,南京,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1232.0,616.0,9570.176,
南昌,常州,,,,,,,,,,,
南昌,无锡,,,,,,,,,,,
南昌,苏州,,,,,,,,,,,
南昌,徐州,,,,,,,,,,,
南昌,连云港,,,,,,,,,,,
南昌,淮安,,,,,,,,,,,
南昌,盐城,,,,,,,,,,,
南昌,扬州,,,,,,,,,,,
南昌,南通,,,,,,,,,,,
南昌,杭州,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2695.0,539.0,24055.57,大
南昌,湖州,,,,,,,,,,,
南昌,嘉兴,,,,,,,,,,,
南昌,宁波,,,,,,,,,,,
南昌,台州,,,,,,,,,,,
南昌,金华,,,,,,,,,,,
南昌,义乌,,,,,,,,,,,
南昌,温州,,,,,,,,,,,
南昌,合肥,0.0,2.0,0.0,1.0,1.0,0.0,4.0,1752.0,438.0,14454.876,小
南昌,蚌埠,,,,,,,,,,,
南昌,芜湖,,,,,,,,,,,
南昌,安庆,,,,,,,,,,,
南昌,福州,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1132.0,566.0,8391.516,大
南昌,厦门,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1932.0,644.0,17493.615999999998,大
南昌,泉州,,,,,,,,,,,
南昌,南昌,,,,,,,,,,,
南昌,鹰潭,1.0,2.0,0.0,0.0,0.0,0.0,3.0,492.0,164.0,3442.688,小
南昌,赣州,2.0,0.0,0.0,4.0,0.0,0.0,6.0,2334.0,389.0,19334.856,小
南昌,济南,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3207.0,1069.0,31101.485999999997,大
南昌,潍坊,,,,,,,,,,,
南昌,烟台,,,,,,,,,,,
南昌,青岛,,,,,,,,,,,
南昌,济宁,,,,,,,,,,,
南昌,临沂,,,,,,,,,,,
南昌,郑州,1.0,2.0,0.0,0.0,1.0,0.0,4.0,3568.0,892.0,29437.784000000003,大
南昌,漯河,,,,,,,,,,,
南昌,信阳,,,,,,,,,,,
南昌,洛阳,,,,,,,,,,,
南昌,武汉,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1095.0,365.0,9070.98,小
南昌,荆州,,,,,,,,,,,
南昌,襄阳,,,,,,,,,,,
南昌,长沙,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1396.0,349.0,10217.323999999999,小
南昌,常德,,,,,,,,,,,
南昌,衡阳,,,,,,,,,,,
南昌,广州,6.0,0.0,0.0,0.0,0.0,0.0,6.0,4716.0,786.0,45735.768,大
南昌,汕头,,,,,,,,,,,
南昌,深圳,,,,,,,,,,,
南昌,东莞,,,,,,,,,,,
南昌,湛江,,,,,,,,,,,
南昌,中山,,,,,,,,,,,
南昌,南宁,,,,,,,,,,,
南昌,柳州,,,,,,,,,,,
南昌,海口,,,,,,,,,,,
南昌,重庆,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2480.0,1240.0,21657.84,大
南昌,成都,0.0,2.0,1.0,0.0,0.0,0.0,3.0,4485.0,1495.0,33778.03,大
南昌,南充,,,,,,,,,,,
南昌,内江,,,,,,,,,,,
南昌,贵阳,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2322.0,1161.0,16388.676,大
南昌,昆明,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3322.0,1661.0,24625.986,大
南昌,大理州,,,,,,,,,,,
南昌,拉萨,,,,,,,,,,,
南昌,西安,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3330.0,1110.0,25867.44,大
南昌,宝鸡,,,,,,,,,,,
南昌,兰州,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3456.0,1728.0,28954.367999999995,
南昌,西宁,,,,,,,,,,,
南昌,银川,,,,,,,,,,,
南昌,乌鲁木齐,,,,,,,,,,,
南昌,阿克苏,,,,,,,,,,,
南昌,喀什,,,,,,,,,,,
鹰潭,北京,,,,,,,,,,,
鹰潭,天津,,,,,,,,,,,
鹰潭,石家庄,,,,,,,,,,,
鹰潭,唐山,,,,,,,,,,,
鹰潭,廊坊,,,,,,,,,,,
鹰潭,保定,,,,,,,,,,,
鹰潭,太原,,,,,,,,,,,
鹰潭,侯马,,,,,,,,,,,
鹰潭,呼和浩特,,,,,,,,,,,
鹰潭,包头,,,,,,,,,,,
鹰潭,沈阳,,,,,,,,,,,
鹰潭,大连,,,,,,,,,,,
鹰潭,锦州,,,,,,,,,,,
鹰潭,长春,,,,,,,,,,,
鹰潭,哈尔滨,,,,,,,,,,,
鹰潭,上海,0.0,0.0,1.0,0.0,0.0,0.0,1.0,620.0,620.0,4375.960000000001,大
鹰潭,南京,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1130.0,565.0,9467.14,大
鹰潭,常州,,,,,,,,,,,
鹰潭,无锡,,,,,,,,,,,
鹰潭,苏州,,,,,,,,,,,
鹰潭,徐州,,,,,,,,,,,
鹰潭,连云港,,,,,,,,,,,
鹰潭,淮安,,,,,,,,,,,
